time_seconds,time_minutes,actual_flow_rate,pulse_counts,pulse_counts_per_minute,observed_flow_rate,smoothed_flow_rate,event1_rate,event2_rate,event3_rate
991,17,0.05138166852058954,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
992,17,0.0513828896375361,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
993,17,0.051385177922980696,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
994,17,0.051388503696646194,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
995,17,0.0513928258619274,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
996,17,0.05139809235616827,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
997,17,0.05140424072108554,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
998,17,0.05141119878708935,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
999,17,0.05141888546400292,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1000,17,0.05142721162951831,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1001,17,0.05143608110565408,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1002,17,0.051445391712516365,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1003,17,0.05145503638781854,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1004,17,0.051464904359893315,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1005,17,0.05147488236134593,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1006,17,0.051484855870051104,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1007,17,0.0514947103638972,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1008,17,0.051504332575530526,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1009,17,0.05151361173335224,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1010,17,0.051522440775171506,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1011,17,0.051530717521217614,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1012,17,0.05153834579365968,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1013,17,0.05154523647036766,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1014,17,0.05155130846137008,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1015,17,0.05155648959730969,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1016,17,0.05156071742016327,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1017,17,0.051563939867562164,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1018,17,0.05156611584321591,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1019,17,0.05156721566718949,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1020,18,0.05156722140110071,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1021,18,0.05156612704467474,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1022,18,0.051563938601502525,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1023,18,0.05156067401328241,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1024,18,0.05155636296326551,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1025,18,0.05155104655105835,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1026,18,0.05154477684234561,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1027,18,0.05153761629846653,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1028,18,0.05152963709209423,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1029,18,0.05152092031651608,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1030,18,0.05151155509717786,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1031,18,0.05150163761522616,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1032,18,0.05149127005374724,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1033,18,0.05148055947824741,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1034,18,0.05146961666364087,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1035,18,0.051458554880596516,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1036,18,0.05144748865454106,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1037,18,0.05143653251091469,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1038,18,0.051425799720426955,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1039,18,0.05141540105805971,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1040,18,0.051405443589414,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1041,18,0.05139602949769788,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1042,18,0.051387254964206826,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1043,18,0.05137920911456257,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1044,18,0.05137197304225546,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1045,18,0.05136561892018872,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1046,18,0.0513602092099587,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1047,18,0.051355795977534306,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1048,18,0.051352420322833305,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1049,18,0.05135011192944517,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1050,18,0.05134888873943361,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1051,18,0.051348756756782014,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1052,18,0.051349709981635086,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1053,18,0.051351730476057185,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1054,18,0.05135478856058691,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1055,18,0.05135884313943449,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1056,18,0.051363842150758995,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1057,18,0.05136972313709198,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1058,18,0.05137641392965805,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1059,18,0.05138383343909458,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1060,18,0.051391892543907476,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1061,18,0.051400495066928814,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1062,18,0.05140953882907792,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1063,18,0.051418916768881,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1064,18,0.051428518115483324,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1065,18,0.051438229602302286,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1066,18,0.051447936708024465,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1067,18,0.05145752491134975,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1068,18,0.051466880945735594,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1069,18,0.051475894040393995,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1070,18,0.051484457133944554,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1071,18,0.05149246804742675,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1072,18,0.0514998306038194,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1073,18,0.051506455681801934,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1074,18,0.05151226219221191,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1075,18,0.05151717796650079,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1076,18,0.05152114054745368,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1077,18,0.051524097873509894,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1078,18,0.051526008849186594,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1079,18,0.051526843795355985,0.0,0.0,0.0,0.002659155807115866,0.05,0.0,0.0
1080,19,0.05152658477444273,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1081,19,0.051525225786978504,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1082,19,0.05152277283736036,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1083,19,0.051519243868092375,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1084,19,0.051514668563231,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1085,19,0.051509088023187745,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1086,19,0.05150255431445187,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1087,19,0.05149512989916678,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1088,19,0.051486886950809434,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1089,19,0.05147790656347057,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1090,19,0.051468277863398984,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1091,19,0.05145809703254388,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1092,19,0.051447466254793725,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1093,19,0.05143649259645663,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1094,19,0.051425286833248166,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1095,19,0.05141396223663827,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1096,19,0.05140263333285418,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1097,19,0.051391414648136284,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1098,19,0.051380419453993846,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1099,19,0.05136975852620805,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1100,19,0.051359538931178866,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1101,19,0.05134986285291282,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1102,19,0.05134082647350345,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1103,19,0.0513325189193701,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1104,19,0.05132502128480035,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1105,19,0.05131840574349415,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1106,19,0.0513127347578442,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1107,19,0.05130806039461529,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1108,19,0.05130442375452064,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1109,19,0.051301854521944724,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1110,19,0.05130037063974581,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1111,19,0.051299978112701414,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1112,19,0.051300670941749886,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1113,19,0.051302431189748816,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1114,19,0.051305229178029536,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1115,19,0.05130902381159459,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1116,19,0.05131376302939489,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1117,19,0.05131938437475334,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1118,19,0.051325815679685485,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1119,19,0.051332975855619134,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1120,19,0.05134077578185018,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1121,19,0.05134911928200018,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1122,19,0.0513579041777775,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1123,19,0.051367023408496894,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1124,19,0.05137636620409171,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1125,19,0.051385819298766934,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1126,19,0.051395268171996245,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1127,19,0.05140459830326615,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1128,19,0.05141369642682025,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1129,19,0.05142245177265616,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1130,19,0.051430757280178666,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1131,19,0.05143851077121186,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1132,19,0.051445616069518744,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1133,19,0.051451984054562375,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1134,19,0.051457533637963467,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1135,19,0.05146219265195614,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1136,19,0.05146589864010762,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1137,19,0.051468599541638856,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1138,19,0.051470254261848127,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1139,19,0.051470833122388225,0.0,0.0,0.0,0.005520392029975595,0.05,0.0,0.0
1140,20,0.0514703181864639,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1141,20,0.05146870345538639,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1142,20,0.051465994934331794,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1143,20,0.051462210566582685,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1144,20,0.051457380036973525,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1145,20,0.05145154444669326,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1146,20,0.0514447558630081,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1147,20,0.05143707674883783,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1148,20,0.051428579278435256,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1149,20,0.05141934454666645,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1150,20,0.051409461680554984,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1151,20,0.05139902686282429,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1152,20,0.05138814227813653,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1153,20,0.05137691499357295,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1154,20,0.05136545578562172,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1155,20,0.051353877926524794,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1156,20,0.05134229594328091,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1157,20,0.051330824362901366,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1158,20,0.05131957645766579,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1159,20,0.0513086630041252,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1160,20,0.05129819106944876,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1161,20,0.05128826283841168,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1162,20,0.051278974493875605,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1163,20,0.051270415163027425,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1164,20,0.05126266594092163,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1165,20,0.0512557990020246,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1166,20,0.0512498768094948,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1167,20,0.051244951430862246,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1168,20,0.05124106396760481,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1169,20,0.051238244104870996,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1170,20,0.05123650978628256,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1171,20,0.051235867017379866,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1172,20,0.051236309799863565,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1173,20,0.05123782019735291,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1174,20,0.05124036853194035,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1175,20,0.05124391370938889,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1176,20,0.05124840366940933,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1177,20,0.05125377595608389,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1178,20,0.051259958402186744,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1179,20,0.0512668699199038,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1180,20,0.051274421389288394,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1181,20,0.05128251663471893,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1182,20,0.05129105347866,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1183,20,0.05129992486118196,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1184,20,0.05130902001297316,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1185,20,0.05131822566899295,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1186,20,0.05132742730946874,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1187,20,0.051336510414640164,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1188,20,0.05134536171950329,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1189,20,0.05135387045480761,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1190,20,0.0513619295607091,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1191,20,0.05136943685978245,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1192,20,0.0513762961765406,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1193,20,0.051382418391195915,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1194,20,0.05138772241611778,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1195,20,0.0513921360842883,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1196,20,0.05139559694002209,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1197,20,0.0513980529232868,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1198,20,0.05139946294012678,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1199,20,0.05139979731294023,0.0,0.0,0.0,0.01623772455412289,0.05,0.0,0.0
1200,21,0.051399038105676656,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1201,21,0.05139717932039139,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1202,21,0.05139422696300394,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1203,21,0.05139019897753967,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1204,21,0.051385125049575146,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1205,21,0.05137904628104074,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1206,21,0.05137201473994341,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1207,21,0.05136409288994305,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1208,21,0.05135535290603189,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1209,21,0.051345875883814715,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1210,21,0.05133575095105317,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1211,21,0.05132507429120808,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1212,21,0.05131394808967826,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1213,21,0.05130247941428099,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1214,21,0.05129077904223976,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1215,21,0.05127896024653114,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1216,21,0.05126713755488781,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1217,21,0.0512554254950543,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1218,21,0.0512439373400428,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1219,21,0.05123278386713614,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1220,21,0.05122207214423464,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1221,21,0.05121190435684396,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1222,21,0.051202376688555463,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1223,21,0.051193578267285045,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1224,21,0.051185590188815536,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1225,21,0.05117848462834088,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1226,21,0.05117232404974647,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1227,21,0.051167160521288446,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1228,21,0.05116303514517015,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1229,21,0.051159977607264796,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1230,21,0.05115800585191814,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1231,21,0.05115712588539384,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1232,21,0.051157331710115064,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1233,21,0.05115860539042289,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1234,21,0.051160917249130855,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1235,21,0.05116422619272231,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1236,21,0.05116848016162766,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1237,21,0.05117361670064798,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1238,21,0.05117956364327561,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1239,21,0.051186239902413805,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1240,21,0.05119355635883256,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1241,21,0.051201416837626156,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1242,21,0.05120971916197435,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1243,21,0.05121835627266187,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1244,21,0.05122721740109068,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1245,21,0.051236189282933026,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1246,21,0.05124515739912843,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1247,21,0.05125400723062788,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1248,21,0.05126262551313805,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1249,21,0.05127090147811825,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1250,21,0.05127872806643349,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1251,21,0.05128600310136679,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1252,21,0.051292630408138584,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1253,21,0.05129852086766798,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1254,21,0.051303593393030325,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1255,21,0.051307775817912925,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1256,21,0.0513110056873348,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1257,21,0.05131323094196723,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1258,21,0.05131441048855738,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1259,21,0.05131451465020552,0.0,0.0,0.0,0.038855961962836465,0.05,0.0,0.0
1260,22,0.05131352549156242,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1261,22,0.051311437015383876,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1262,22,0.051308255228289086,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1263,22,0.051303998075002286,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1264,22,0.05129869524179813,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1265,22,0.05129238783130428,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1266,22,0.051285127912224164,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1267,22,0.05127697794891338,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1268,22,0.05126801011705899,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1269,22,0.05125830551295989,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1270,22,0.05124795326507094,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1271,22,0.051237049557545426,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1272,22,0.05122569657647379,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1273,22,0.051214001390364125,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1274,22,0.051202074777129895,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1275,22,0.05119003001043686,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1276,22,0.05117798161870602,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1277,22,0.05116604413036946,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1278,22,0.05115433081912604,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1279,22,0.05114295246294446,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1280,22,0.05113201613041009,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1281,22,0.05112162400771276,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1282,22,0.051111872279127224,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1283,22,0.05110285007325189,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1284,22,0.05109463848655127,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1285,22,0.05108730969490018,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
1286,22,0.05108092616286397,0.0,0.0,0.0,0.07259249385920943,0.05,0.0,0.0
